,err_kdf,err_rf,kappa_kdf,kappa_rf,ece_kdf,ece_rf,rep,samples
0,0.5121212121212122,0.33939393939393936,0.4309764309764309,0.6228956228956228,0.32034716450529915,0.1174606060606061,0,20
1,0.5742424242424242,0.4409090909090909,0.3619528619528619,0.5101010101010102,0.22123675130809203,0.1004818181818182,1,20
2,0.7166666666666667,0.4575757575757575,0.20370370370370372,0.49158249158249145,0.17652698695725014,0.1119121212121212,2,20
3,0.6727272727272727,0.4348484848484848,0.2525252525252525,0.5168350168350169,0.2195715438123479,0.14320303030303033,3,20
4,0.5818181818181818,0.44999999999999996,0.3535353535353535,0.5,0.359893228353406,0.12752121212121212,4,20
5,0.49242424242424243,0.31666666666666665,0.45286195286195285,0.6481481481481481,0.17113970992716307,0.1398545454545455,5,20
6,0.6924242424242424,0.4242424242424242,0.23063973063973053,0.5286195286195285,0.19315838086757187,0.10350606060606062,6,20
7,0.6530303030303031,0.45606060606060606,0.27441077441077444,0.4932659932659932,0.18176036894271633,0.10255757575757574,7,20
8,0.5424242424242425,0.32272727272727275,0.39730639730639716,0.6414141414141414,0.20104100407839362,0.15330606060606058,8,20
9,0.5696969696969697,0.4121212121212121,0.3670033670033669,0.5420875420875421,0.24593689217438486,0.10677575757575757,9,20
10,0.509090909090909,0.3606060606060606,0.43434343434343436,0.5993265993265995,0.37471811894241985,0.11174848484848486,10,20
11,0.5590909090909091,0.4136363636363637,0.3787878787878787,0.5404040404040404,0.3485844862491685,0.1566727272727273,11,20
12,0.5863636363636364,0.48636363636363633,0.3484848484848484,0.45959595959595956,0.5315222723474378,0.08524848484848484,12,20
13,0.49242424242424243,0.35,0.45286195286195285,0.611111111111111,0.3637329460704655,0.1488393939393939,13,20
14,0.5696969696969697,0.44999999999999996,0.367003367003367,0.5000000000000001,0.23107340868627152,0.11626969696969697,14,20
15,0.5393939393939393,0.35,0.4006734006734006,0.611111111111111,0.4381654615680873,0.1440121212121212,15,20
16,0.7,0.42878787878787883,0.2222222222222222,0.5235690235690235,0.14274840192804714,0.07573333333333332,16,20
17,0.6242424242424243,0.3590909090909091,0.30639730639730656,0.601010101010101,0.25690367913920426,0.14220909090909095,17,20
18,0.6409090909090909,0.42121212121212126,0.28787878787878785,0.531986531986532,0.21287129507671382,0.08681515151515151,18,20
19,0.5924242424242424,0.36969696969696975,0.3417508417508418,0.5892255892255892,0.24183604789898977,0.13233333333333336,19,20
20,0.7333333333333334,0.4181818181818182,0.18518518518518523,0.5353535353535354,0.14842797480823114,0.07321818181818181,20,20
21,0.7121212121212122,0.37424242424242427,0.20875420875420858,0.5841750841750841,0.1216817286003299,0.1115060606060606,21,20
22,0.6363636363636364,0.406060606060606,0.29292929292929293,0.5488215488215489,0.2156925537297776,0.07835454545454543,22,20
