,err_kdf,err_rf,kappa_kdf,kappa_rf,ece_kdf,ece_rf,rep,samples
0,0.5,0.5254237288135593,0.0,-0.05084745762711873,0.059637192720753136,0.40044067796610183,0,4
1,0.35593220338983056,0.288135593220339,0.288135593220339,0.423728813559322,0.1531199744027831,0.07886440677966103,1,4
2,0.5,0.3305084745762712,0.0,0.3389830508474576,0.11557991770708191,0.11293220338983047,2,4
3,0.4661016949152542,0.30508474576271183,0.06779661016949157,0.38983050847457623,0.033219574517570065,0.1943050847457628,3,4
4,0.5084745762711864,0.288135593220339,-0.016949152542372836,0.423728813559322,0.04899270179887614,0.1583389830508475,4,4
5,0.5084745762711864,0.3305084745762712,-0.016949152542372836,0.3389830508474576,0.24343595203437615,0.13127118644067795,5,4
6,0.5,0.48305084745762716,0.0,0.03389830508474578,0.04912372851762047,0.24781355932203397,6,4
7,0.4915254237288136,0.47457627118644063,0.016949152542372836,0.05084745762711862,0.252268400312422,0.22511864406779664,7,4
8,0.576271186440678,0.5847457627118644,-0.15254237288135597,-0.1694915254237288,0.23653549843504568,0.19738983050847456,8,4
9,0.4661016949152542,0.2796610169491526,0.06779661016949157,0.44067796610169496,0.04237142721544807,0.10733898305084746,9,4
10,0.5,0.2966101694915254,0.0,0.4067796610169492,0.00847457627117148,0.10500000000000002,10,4
11,0.4491525423728814,0.288135593220339,0.10169491525423724,0.423728813559322,0.20018151348076663,0.1540169491525423,11,4
12,0.5254237288135593,0.4067796610169492,-0.05084745762711873,0.18644067796610164,0.03301393288605484,0.15550847457627126,12,4
13,0.4915254237288136,0.38983050847457623,0.016949152542372836,0.22033898305084743,0.008474574263243247,0.17355932203389834,13,4
14,0.4915254237288136,0.38983050847457623,0.016949152542372836,0.22033898305084743,0.03381242614760874,0.15191525423728816,14,4
15,0.38983050847457623,0.2627118644067796,0.22033898305084743,0.47457627118644063,0.11938070343542506,0.12269491525423726,15,4
16,0.5,0.2542372881355932,0.0,0.4915254237288136,0.05815297509131149,0.12308474576271183,16,4
17,0.423728813559322,0.3389830508474576,0.15254237288135597,0.3220338983050848,0.09208477589945949,0.1139661016949153,17,4
18,0.5,0.2966101694915254,0.0,0.4067796610169492,0.07658936226697512,0.15976271186440674,18,4
19,0.44067796610169496,0.30508474576271183,0.11864406779661019,0.38983050847457623,0.05659934900512412,0.15547457627118644,19,4
20,0.5169491525423728,0.2966101694915254,-0.03389830508474567,0.4067796610169492,0.03333809470723747,0.13767796610169494,20,4
21,0.47457627118644063,0.31355932203389836,0.05084745762711862,0.3728813559322034,0.02540617621663715,0.123406779661017,21,4
22,0.4915254237288136,0.3389830508474576,0.016949152542372836,0.3220338983050848,0.008474575315357693,0.17323728813559322,22,4
23,0.44067796610169496,0.5,0.11864406779661019,0.0,0.12872904414252162,0.17415254237288133,23,4
24,0.5,0.47457627118644063,0.0,0.05084745762711862,0.06133961142423148,0.18423728813559323,24,4
25,0.5,0.4661016949152542,0.0,0.06779661016949157,0.14411665117968656,0.26230508474576264,25,4
26,0.5,0.22033898305084743,0.0,0.5593220338983051,0.17391996860544745,0.12105084745762713,26,4
27,0.3305084745762712,0.44067796610169496,0.3389830508474576,0.11864406779661019,0.17637918030611233,0.20366101694915253,27,4
28,0.47457627118644063,0.2966101694915254,0.05084745762711862,0.4067796610169492,0.07560253630797692,0.1729322033898305,28,4
29,0.4915254237288136,0.2796610169491526,0.016949152542372836,0.44067796610169496,0.1245533944484984,0.18483050847457624,29,4
30,0.6864406779661016,0.652542372881356,-0.3728813559322033,-0.30508474576271194,0.37762268066737525,0.3494237288135594,0,6
31,0.4067796610169492,0.288135593220339,0.18644067796610164,0.423728813559322,0.2137629946535394,0.16628813559322034,1,6
32,0.4067796610169492,0.31355932203389836,0.18644067796610164,0.3728813559322034,0.24629735879498388,0.17452542372881363,2,6
33,0.2796610169491526,0.2966101694915254,0.44067796610169496,0.4067796610169492,0.20605462795707633,0.18264406779661022,3,6
