,err_kdf,err_rf,kappa_kdf,kappa_rf,ece_kdf,ece_rf,rep,samples
0,0.5378787878787878,0.46212121212121215,0.40235690235690236,0.4865319865319865,0.34840316297805435,0.12693333333333331,0,20
1,0.6651515151515152,0.5196969696969698,0.2609427609427609,0.4225589225589226,0.2752747996192376,0.08247878787878786,1,20
2,0.7318181818181818,0.5484848484848485,0.18686868686868685,0.39057239057239057,0.1584523680083672,0.07383030303030301,2,20
3,0.806060606060606,0.5378787878787878,0.10437710437710424,0.40235690235690236,0.30680795876748657,0.1052454545454545,3,20
4,0.6409090909090909,0.5818181818181818,0.28787878787878785,0.35353535353535337,0.46697558347595325,0.09133636363636363,4,20
5,0.656060606060606,0.5787878787878789,0.2710437710437711,0.35690235690235694,0.22088744081619371,0.10456060606060609,5,20
6,0.7681818181818182,0.6621212121212121,0.14646464646464652,0.26430976430976416,0.14653476065947652,0.09831212121212125,6,20
7,0.6409090909090909,0.5742424242424242,0.28787878787878785,0.3619528619528618,0.264157450517229,0.0915909090909091,7,20
8,0.7363636363636363,0.5075757575757576,0.18181818181818166,0.436026936026936,0.1627031191635947,0.10460606060606059,8,20
9,0.6348484848484848,0.5318181818181817,0.29461279461279444,0.40909090909090895,0.24703627875579487,0.09509696969696971,9,20
10,0.7,0.5378787878787878,0.22222222222222232,0.40235690235690225,0.19689643160085882,0.11176060606060606,10,20
11,0.7712121212121212,0.5984848484848485,0.14309764309764295,0.335016835016835,0.7087172310721023,0.09824545454545454,11,20
12,0.6924242424242424,0.6060606060606061,0.23063973063973064,0.32659932659932656,0.18368402937880826,0.06525757575757576,12,20
13,0.6787878787878787,0.6333333333333333,0.24579124579124578,0.2962962962962964,0.4617483898854895,0.10869090909090907,13,20
14,0.6257575757575757,0.5621212121212121,0.3047138047138047,0.37542087542087543,0.4111483534561806,0.060878787878787845,14,20
15,0.5969696969696969,0.5787878787878789,0.3367003367003367,0.35690235690235694,0.42247167546333025,0.09200909090909093,15,20
16,0.7166666666666667,0.5803030303030303,0.20370370370370372,0.3552188552188552,0.17855456886038948,0.0887727272727273,16,20
17,0.75,0.5696969696969697,0.16666666666666685,0.3670033670033669,0.14917034293095044,0.05059999999999998,17,20
18,0.7454545454545455,0.5621212121212121,0.17171717171717182,0.37542087542087543,0.694010236556749,0.0751939393939394,18,20
19,0.6196969696969696,0.5287878787878788,0.3114478114478114,0.4124579124579124,0.4963754759937135,0.10425151515151516,19,20
20,0.6772727272727272,0.6212121212121212,0.24747474747474751,0.3097643097643099,0.5116498477976826,0.08263333333333328,20,20
21,0.7378787878787878,0.5075757575757576,0.18013468013468015,0.436026936026936,0.1851663857624087,0.09666969696969693,21,20
22,0.8166666666666667,0.6136363636363636,0.09259259259259256,0.31818181818181823,0.07044333493408897,0.0718212121212121,22,20
23,0.753030303030303,0.5909090909090908,0.16329966329966317,0.3434343434343434,0.12194470219786747,0.06994545454545457,23,20
24,0.6833333333333333,0.5484848484848485,0.2407407407407407,0.3905723905723907,0.18601645809653966,0.09548787878787879,24,20
25,0.6424242424242423,0.6075757575757577,0.2861952861952862,0.32491582491582494,0.24858157229971575,0.06330303030303029,25,20
26,0.5893939393939394,0.5484848484848485,0.34511784511784516,0.3905723905723907,0.29769123079854215,0.0808818181818182,26,20
27,0.5893939393939394,0.49696969696969695,0.34511784511784516,0.4478114478114479,0.3100130428722226,0.08925454545454546,27,20
28,0.6787878787878787,0.5075757575757576,0.24579124579124578,0.436026936026936,0.21922449749609293,0.1093939393939394,28,20
29,0.7727272727272727,0.5848484848484848,0.14141414141414144,0.35016835016835024,0.12377177262627909,0.11895757575757573,29,20
30,0.543939393939394,0.5348484848484849,0.39562289562289565,0.4057239057239057,0.28664981958425034,0.08540909090909092,0,30
31,0.4893939393939394,0.48484848484848486,0.4562289562289561,0.4612794612794613,0.3134657276135466,0.0977151515151515,1,30
32,0.5227272727272727,0.5106060606060606,0.4191919191919192,0.43265993265993274,0.23748396294928234,0.0996151515151515,2,30
